,target,feed,feature,fw1,fw2,fw3,score
97,CHOR,807f6b16-d0f6-11e7-b63b-001999f98771,hum,-0.09509507349471136,0.36486251260194535,0.4232726711383634,-3.020930900077232
98,CHOR,807f6b16-d0f6-11e7-b63b-001999f98771,temp,-0.347259480144281,0.9895199879903203,1.631633895822091,-2.7887211511585686
99,RODE,807f6b16-d0f6-11e7-b63b-001999f98771,r2,-0.01067026483500455,0.009016223881813445,0.02272435391308747,-0.6463940723324018
100,RODE,807f6b16-d0f6-11e7-b63b-001999f98771,hum,-0.11864178282681692,0.46181407179439304,0.35719531202173016,-1.7659535486225102
101,RODE,807f6b16-d0f6-11e7-b63b-001999f98771,temp,-0.04289925824344465,0.9483431005640455,1.2951401180856124,-1.3205040054957542
102,VKCL,807f6b16-d0f6-11e7-b63b-001999f98771,r2,-0.002365512752150689,0.016705990937275317,0.021636223776239305,-0.31213080639687996
103,VKCL,807f6b16-d0f6-11e7-b63b-001999f98771,hum,0.20044778244332662,0.6053803449973998,0.3859152334493672,-1.557738785273477
104,VKCL,807f6b16-d0f6-11e7-b63b-001999f98771,temp,0.24171674929689857,1.387002684714389,2.3482568019570067,-0.26997814070571713
105,VKTU,807f6b16-d0f6-11e7-b63b-001999f98771,r2,-0.0038568125689262267,0.012908801208464382,0.020330387654542648,-0.4461995468085127
106,VKTU,807f6b16-d0f6-11e7-b63b-001999f98771,hum,-0.0014687030536677526,0.5031354282866118,0.46668825311365936,-1.7757930574267786
107,VKTU,807f6b16-d0f6-11e7-b63b-001999f98771,temp,0.281862976706023,0.8256089096650499,2.1423530891259475,-1.0302513749649895
108,CHOR,807f75e8-d0f6-11e7-b63b-001999f98771,r2,0.0,0.0,0.0,-12.02585584348926
109,CHOR,807f75e8-d0f6-11e7-b63b-001999f98771,hum,0.0,0.0,0.0,-12.02585584348926
110,CHOR,807f75e8-d0f6-11e7-b63b-001999f98771,temp,0.0,0.0,0.0,-12.02585584348926
111,RODE,807f75e8-d0f6-11e7-b63b-001999f98771,r2,0.0,0.0,0.0,-6.845758550131539
112,RODE,807f75e8-d0f6-11e7-b63b-001999f98771,hum,0.0,0.0,0.0,-6.845758550131539
113,RODE,807f75e8-d0f6-11e7-b63b-001999f98771,temp,0.0,0.0,0.0,-6.845758550131539
114,VKCL,807f75e8-d0f6-11e7-b63b-001999f98771,r2,0.0,0.0,0.0,-6.130566628787291
115,VKCL,807f75e8-d0f6-11e7-b63b-001999f98771,hum,0.0,0.0,0.0,-6.130566628787291
116,VKCL,807f75e8-d0f6-11e7-b63b-001999f98771,temp,0.0,0.0,0.0,-6.130566628787291
117,VKTU,807f75e8-d0f6-11e7-b63b-001999f98771,r2,0.0,0.0,0.0,-7.898176963077477
118,VKTU,807f75e8-d0f6-11e7-b63b-001999f98771,hum,0.0,0.0,0.0,-7.898176963077477
119,VKTU,807f75e8-d0f6-11e7-b63b-001999f98771,temp,0.0,0.0,0.0,-7.898176963077477
120,CHOR,807f77b4-d0f6-11e7-b63b-001999f98771,r2,0.0031363254634959314,0.008070352931048574,0.005155421213940192,-5.5595626664284135
121,CHOR,807f77b4-d0f6-11e7-b63b-001999f98771,hum,0.20260987281990062,0.5674432402750043,0.4119121473548333,-7.019983381483058
122,CHOR,807f77b4-d0f6-11e7-b63b-001999f98771,temp,0.5058690433537336,0.6894983152008045,0.637167063124501,-5.485467679895201
123,RODE,807f77b4-d0f6-11e7-b63b-001999f98771,r2,0.004102461709874133,0.005408978880518445,0.004860921490198122,-3.570364697154158
124,RODE,807f77b4-d0f6-11e7-b63b-001999f98771,hum,0.28453801493347086,0.41368754776272887,0.36370384265502764,-4.309803567766253
125,RODE,807f77b4-d0f6-11e7-b63b-001999f98771,temp,0.5465729769221461,0.4583518588160693,0.582013986094303,-3.4390562383290835
126,VKCL,807f77b4-d0f6-11e7-b63b-001999f98771,r2,0.004753242466674523,0.011388051676093025,0.00924854903365191,-3.1936031608883253
127,VKCL,807f77b4-d0f6-11e7-b63b-001999f98771,hum,0.44167510267998367,0.7472444465767296,0.6966046836962434,-3.943643410918974
128,VKCL,807f77b4-d0f6-11e7-b63b-001999f98771,temp,0.7230394393228607,1.1766062592288904,1.0057904633804782,-2.9259124286376728
129,VKTU,807f77b4-d0f6-11e7-b63b-001999f98771,r2,0.007420004444864237,0.0072784968589929,0.006025355698368595,-3.5824552229760016
130,VKTU,807f77b4-d0f6-11e7-b63b-001999f98771,hum,0.5578630738447448,0.49319194225025953,0.4747223157174929,-4.590321806147808
131,VKTU,807f77b4-d0f6-11e7-b63b-001999f98771,temp,0.929332997144158,0.7509873481713925,0.7030028683138241,-3.3056230712563046
132,CHOR,807f798a-d0f6-11e7-b63b-001999f98771,r2,0.0070400774074397265,0.006474990205909831,0.010731896567022017,-9.764431536697332
133,CHOR,807f798a-d0f6-11e7-b63b-001999f98771,hum,0.1957150860813385,0.15091159134311827,0.3037174621379488,-10.038475746704878
134,CHOR,807f798a-d0f6-11e7-b63b-001999f98771,temp,1.117924499422263,0.8032173104564007,1.6119640638276334,-9.715499953940519
135,RODE,807f798a-d0f6-11e7-b63b-001999f98771,r2,0.008345745731328307,0.007447239097581573,0.010380438261639861,-5.8627143996152835
136,RODE,807f798a-d0f6-11e7-b63b-001999f98771,hum,0.22889882083461854,0.17994660186949518,0.29999211631644207,-5.943800964206223
137,RODE,807f798a-d0f6-11e7-b63b-001999f98771,temp,1.3082413218866664,0.9159249140868422,1.580108215738405,-5.927319493369168
138,VKCL,807f798a-d0f6-11e7-b63b-001999f98771,r2,0.013881690994863558,0.012826916666131644,0.016565677519327915,-5.000160902482224
139,VKCL,807f798a-d0f6-11e7-b63b-001999f98771,hum,0.40670344100815187,0.336789450223022,0.47920989955442517,-5.084571749672084
140,VKCL,807f798a-d0f6-11e7-b63b-001999f98771,temp,2.0755924271545347,1.7169976058211507,2.5655238736923405,-4.966167323844058
141,VKTU,807f798a-d0f6-11e7-b63b-001999f98771,r2,0.01222891015615156,0.010296993564195812,0.012529650661138862,-6.68323687379645
142,VKTU,807f798a-d0f6-11e7-b63b-001999f98771,hum,0.3489260324813225,0.2650035775121252,0.3742540693275147,-6.755236000870673
143,VKTU,807f798a-d0f6-11e7-b63b-001999f98771,temp,1.8875408147668815,1.364190914007981,1.9247625206081977,-6.763970216822166
144,CHOR,807f7b56-d0f6-11e7-b63b-001999f98771,r2,-0.0038068174888739037,0.007933215317336817,0.01647592787792629,-9.108190286864891
145,CHOR,807f7b56-d0f6-11e7-b63b-001999f98771,hum,0.04699137387365582,0.4120582945154112,0.49564968120222375,-9.410293044168846
146,CHOR,807f7b56-d0f6-11e7-b63b-001999f98771,temp,0.2814812529974233,0.7899700236512643,0.8112364613889866,-9.662810192191479
147,RODE,807f7b56-d0f6-11e7-b63b-001999f98771,r2,-0.016229981065304377,0.009926068666414878,0.02601823130493841,-4.857358481687511
148,RODE,807f7b56-d0f6-11e7-b63b-001999f98771,hum,-0.3322162285409789,0.6524790923209736,0.6201633458574349,-5.360546237994639
149,RODE,807f7b56-d0f6-11e7-b63b-001999f98771,temp,-0.28289607274988526,1.0770983711186943,1.0428574902747982,-5.018080579020899
150,VKCL,807f7b56-d0f6-11e7-b63b-001999f98771,r2,-0.00878926948405745,0.015902694570803177,0.026648670714811473,-4.265835205653285
151,VKCL,807f7b56-d0f6-11e7-b63b-001999f98771,hum,0.2777553295928712,0.7091049416962534,0.6035831367229321,-4.787665151416483
152,VKCL,807f7b56-d0f6-11e7-b63b-001999f98771,temp,-0.20596629793058696,1.5455032420541102,1.9826378227995178,-4.224410040372463
153,VKTU,807f7b56-d0f6-11e7-b63b-001999f98771,r2,-0.0007167969141814723,0.008716610028489669,0.01964733972605437,-5.860245286449633
154,VKTU,807f7b56-d0f6-11e7-b63b-001999f98771,hum,0.5398277374686273,0.36609688999136836,0.3957545026293019,-6.3132550110630055
155,VKTU,807f7b56-d0f6-11e7-b63b-001999f98771,temp,0.7482538737354218,0.7935941459347475,1.1750896350262678,-5.982700571817303
156,CHOR,807f80f6-d0f6-11e7-b63b-001999f98771,r2,0.009821476523974318,0.007100940273153805,0.005547521813013823,-12.02585584348926
157,CHOR,807f80f6-d0f6-11e7-b63b-001999f98771,hum,0.3325979205482552,0.20765773132326348,0.23451068835399447,-12.02585584348926
158,CHOR,807f80f6-d0f6-11e7-b63b-001999f98771,temp,2.622803750914432,2.9689623303937154,1.397018171064687,-12.02585584348926
159,RODE,807f80f6-d0f6-11e7-b63b-001999f98771,r2,0.007196598429136253,0.006473707130968218,0.0036841769012773418,-6.845758550131539
160,RODE,807f80f6-d0f6-11e7-b63b-001999f98771,hum,0.25353893003529193,0.1953623126109605,0.14888424985158544,-6.845758550131539
161,RODE,807f80f6-d0f6-11e7-b63b-001999f98771,temp,1.7338737141417333,2.5719284709349957,1.175496037646944,-6.845758550131539
162,VKCL,807f80f6-d0f6-11e7-b63b-001999f98771,r2,0.010974629024790253,0.008620495674903389,0.007717154643723301,-6.130566628787291
163,VKCL,807f80f6-d0f6-11e7-b63b-001999f98771,hum,0.3832655517127117,0.27872566332118787,0.2728635371718786,-6.130566628787291
164,VKCL,807f80f6-d0f6-11e7-b63b-001999f98771,temp,2.8999483064930587,2.8390176982727837,2.842894948363586,-6.130566628787291
165,VKTU,807f80f6-d0f6-11e7-b63b-001999f98771,r2,0.0090257870574868,0.007586281321237495,0.005906334422273812,-7.898176963077477
166,VKTU,807f80f6-d0f6-11e7-b63b-001999f98771,hum,0.3025008193223764,0.2445260400264866,0.2201448207686738,-7.898176963077477
167,VKTU,807f80f6-d0f6-11e7-b63b-001999f98771,temp,2.7830555811996938,2.4656843608823635,1.9245220158883356,-7.898176963077477
168,CHOR,807f8664-d0f6-11e7-b63b-001999f98771,r2,0.004429864897884217,0.00656038294231398,0.006022377263525502,-1.009913292232889
169,CHOR,807f8664-d0f6-11e7-b63b-001999f98771,hum,0.03532393530553346,0.07729429503833707,0.17159723052312081,-3.1657905126529506
170,CHOR,807f8664-d0f6-11e7-b63b-001999f98771,temp,2.016853708308556,0.25023673619374165,0.9467062770259531,-4.844293116712264
171,RODE,807f8664-d0f6-11e7-b63b-001999f98771,r2,0.00549936707531562,0.006120925931939691,0.005011557505078201,-0.5695900915599328
172,RODE,807f8664-d0f6-11e7-b63b-001999f98771,hum,0.06736335425074369,0.053730507829302,0.16280682054186713,-1.8720467081314802
173,RODE,807f8664-d0f6-11e7-b63b-001999f98771,temp,1.8880935437001902,0.6419694721967772,0.4895188317951238,-2.1668313381653594
174,VKCL,807f8664-d0f6-11e7-b63b-001999f98771,r2,0.005065945903783842,0.01112397202447113,0.012097783644158255,-0.24681667272236107
175,VKCL,807f8664-d0f6-11e7-b63b-001999f98771,hum,0.24762920247676945,0.02774629113467597,0.20738132872139659,-1.629181666942352
176,VKCL,807f8664-d0f6-11e7-b63b-001999f98771,temp,2.9287980764951698,1.3475780571832274,1.293120180703795,-1.0936919698804726
177,VKTU,807f8664-d0f6-11e7-b63b-001999f98771,r2,0.0069229204495107055,0.010480574651213104,0.005647833419621051,-0.36407189100705795
178,VKTU,807f8664-d0f6-11e7-b63b-001999f98771,hum,0.19361000304500653,-0.02441081209740048,0.22520762604938938,-1.8629788168791528
179,VKTU,807f8664-d0f6-11e7-b63b-001999f98771,temp,2.4986243354211766,0.9697849623678394,0.8902542730834,-2.2768585882822303
180,CHOR,807f8a1a-d0f6-11e7-b63b-001999f98771,r2,0.0,0.0,0.0,-12.02585584348926
181,CHOR,807f8a1a-d0f6-11e7-b63b-001999f98771,hum,0.0,0.0,0.0,-12.02585584348926
182,CHOR,807f8a1a-d0f6-11e7-b63b-001999f98771,temp,0.0,0.0,0.0,-12.02585584348926
183,RODE,807f8a1a-d0f6-11e7-b63b-001999f98771,r2,0.0,0.0,0.0,-6.845758550131539
184,RODE,807f8a1a-d0f6-11e7-b63b-001999f98771,hum,0.0,0.0,0.0,-6.845758550131539
185,RODE,807f8a1a-d0f6-11e7-b63b-001999f98771,temp,0.0,0.0,0.0,-6.845758550131539
186,VKCL,807f8a1a-d0f6-11e7-b63b-001999f98771,r2,0.0,0.0,0.0,-6.130566628787291
187,VKCL,807f8a1a-d0f6-11e7-b63b-001999f98771,hum,0.0,0.0,0.0,-6.130566628787291
188,VKCL,807f8a1a-d0f6-11e7-b63b-001999f98771,temp,0.0,0.0,0.0,-6.130566628787291
189,VKTU,807f8a1a-d0f6-11e7-b63b-001999f98771,r2,0.0,0.0,0.0,-7.898176963077477
190,VKTU,807f8a1a-d0f6-11e7-b63b-001999f98771,hum,0.0,0.0,0.0,-7.898176963077477
191,VKTU,807f8a1a-d0f6-11e7-b63b-001999f98771,temp,0.0,0.0,0.0,-7.898176963077477
192,CHOR,807f8be6-d0f6-11e7-b63b-001999f98771,r2,-0.07911166428906569,0.05153960282419234,0.04450392496681843,-1.3670203971002435
193,CHOR,807f8be6-d0f6-11e7-b63b-001999f98771,hum,0.21084552467337048,0.1790861120980871,0.28716780087883365,-4.144117061344601
194,CHOR,807f8be6-d0f6-11e7-b63b-001999f98771,temp,0.7010996182337728,0.8816356493916331,0.8970353999119567,-5.778445066664195
195,RODE,807f8be6-d0f6-11e7-b63b-001999f98771,r2,-0.06453603573255151,0.024607368711883737,0.056536411303895306,-0.7638105004983939
196,RODE,807f8be6-d0f6-11e7-b63b-001999f98771,hum,0.25233667647951563,0.2023032279227266,0.2281547859748656,-2.523198413645643
197,RODE,807f8be6-d0f6-11e7-b63b-001999f98771,temp,0.8809585319278419,0.7312673172569504,0.6779682932381377,-2.625726390728136
198,VKCL,807f8be6-d0f6-11e7-b63b-001999f98771,r2,0.002160837188988296,0.011941282225420125,0.01427353939102538,-0.36633960774614294
199,VKCL,807f8be6-d0f6-11e7-b63b-001999f98771,hum,0.5051947305705724,0.35042126434802867,0.29369678716034286,-2.43232336003273
200,VKCL,807f8be6-d0f6-11e7-b63b-001999f98771,temp,1.5167510235050514,1.577249648322507,1.1552794993905593,-1.5587677050769084
201,VKTU,807f8be6-d0f6-11e7-b63b-001999f98771,r2,-0.00016545960041725039,0.011741691495630313,0.011576691194125743,-0.5400638869123349
202,VKTU,807f8be6-d0f6-11e7-b63b-001999f98771,hum,0.3538634764167554,0.179250274106721,0.4031116351840609,-2.7403194808239717
203,VKTU,807f8be6-d0f6-11e7-b63b-001999f98771,temp,1.2864995132533572,1.5885377773160343,0.5188710204007521,-3.247233461890424
